Ensembl ID,Gene.name,Gene.description,logFC,logCPM,F,PValue,FDR,#NAME?,,,,
ENSMUSG00000101856,1700096K18Rik,RIKEN cDNA 1700096K18 gene [Source:MGI Symbol;Acc:MGI:1920821],-0.141631511,0.568878829,0.3335959,0.57153387,0.772153461,0.112296378,,,,
ENSMUSG00000028607,Cpt2,carnitine palmitoyltransferase 2 [Source:MGI Symbol;Acc:MGI:109176],-0.141620922,5.262577946,3.900096987,0.065676432,0.254240169,0.594755832,,,,
ENSMUSG00000037966,Ninj1,ninjurin 1 [Source:MGI Symbol;Acc:MGI:1196617],-0.14155969,5.0841644,3.021016352,0.101264407,0.319698503,0.495259397,,,,
ENSMUSG00000004996,Mri1,methylthioribose-1-phosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:1915123],-0.141528338,3.828208041,2.526573628,0.131372438,0.366810768,0.435557924,,,,
ENSMUSG00000032372,Plscr2,phospholipid scramblase 2 [Source:MGI Symbol;Acc:MGI:1270860],-0.141443248,1.336002565,0.374413472,0.549147002,0.757275768,0.12074594,,,,
ENSMUSG00000028439,Fam219a,"family with sequence similarity 219, member A [Source:MGI Symbol;Acc:MGI:1919151]",-0.141313417,2.777668895,1.019841222,0.327484269,0.58151253,0.235440923,,,,
ENSMUSG00000022807,Osbpl11,oxysterol binding protein-like 11 [Source:MGI Symbol;Acc:MGI:2146553],-0.141114687,5.632615795,1.337670052,0.264307903,0.524084595,0.280598606,,,,
ENSMUSG00000020528,Prpsap2,phosphoribosyl pyrophosphate synthetase-associated protein 2 [Source:MGI Symbol;Acc:MGI:2384838],-0.141092937,2.892966026,1.311902076,0.268780696,0.528940968,0.276592794,,,,
ENSMUSG00000037706,Cd81,CD81 antigen [Source:MGI Symbol;Acc:MGI:1096398],-0.141041353,6.750716054,4.944246456,0.040822989,0.198557433,0.70211385,,,,
ENSMUSG00000031792,Usb1,U6 snRNA biogenesis 1 [Source:MGI Symbol;Acc:MGI:2142454],-0.141027756,3.401287765,1.686577426,0.212334457,0.469606331,0.328266057,,,,
ENSMUSG00000108402,9430064I24Rik,RIKEN cDNA 9430064I24 gene [Source:MGI Symbol;Acc:MGI:3704302],-0.140955036,0.279764858,0.163818009,0.690988474,0.84821379,0.071494671,,,,
ENSMUSG00000029322,Plac8,placenta-specific 8 [Source:MGI Symbol;Acc:MGI:2445289],-0.14095235,5.69916573,3.058340252,0.099347638,0.316502464,0.499622904,,,,
ENSMUSG00000022272,Myo10,myosin X [Source:MGI Symbol;Acc:MGI:107716],-0.140726544,5.069032171,2.20812114,0.156591773,0.401486939,0.396328578,,,,
ENSMUSG00000036333,Kidins220,kinase D-interacting substrate 220 [Source:MGI Symbol;Acc:MGI:1924730],-0.140595845,6.532606697,4.800924305,0.043483202,0.205349047,0.687507309,,,,
ENSMUSG00000047712,Ust,uronyl-2-sulfotransferase [Source:MGI Symbol;Acc:MGI:2442406],-0.140562776,1.275239581,0.361454338,0.556065116,0.761506794,0.118326218,,,,
ENSMUSG00000039616,Mocos,molybdenum cofactor sulfurase [Source:MGI Symbol;Acc:MGI:1915841],-0.140554542,4.355948296,1.958248169,0.180659969,0.430981867,0.365541002,,,,
ENSMUSG00000071369,Map3k5,mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876],-0.14049103,4.159173178,2.68117146,0.120921981,0.349352919,0.456735623,,,,
ENSMUSG00000085795,Zfp703,zinc finger protein 703 [Source:MGI Symbol;Acc:MGI:2662729],-0.14034768,2.783693082,1.150062951,0.299337915,0.558720441,0.252805439,,,,
ENSMUSG00000022122,Ednrb,endothelin receptor type B [Source:MGI Symbol;Acc:MGI:102720],-0.140308873,4.530237164,0.978952594,0.337085674,0.590625651,0.228687695,,,,
ENSMUSG00000001150,Mcm3ap,minichromosome maintenance complex component 3 associated protein [Source:MGI Symbol;Acc:MGI:1930089],-0.140251994,5.425937232,2.941788456,0.105481656,0.326873879,0.485619783,,,,
ENSMUSG00000029146,Snx17,sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801],-0.140218783,4.928090042,2.725841509,0.118091506,0.345490434,0.461563973,,,,
ENSMUSG00000025558,Dock9,dedicator of cytokinesis 9 [Source:MGI Symbol;Acc:MGI:106321],-0.140213765,4.468820516,1.845772905,0.192995446,0.446895461,0.349794057,,,,
ENSMUSG00000004846,Plod3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:MGI Symbol;Acc:MGI:1347008]",-0.140180589,5.350751975,3.356837135,0.085477095,0.29318708,0.532855172,,,,
ENSMUSG00000068391,Chrac1,chromatin accessibility complex 1 [Source:MGI Symbol;Acc:MGI:2135796],-0.140164735,4.061821727,2.716514772,0.118675828,0.346463307,0.460342753,,,,
ENSMUSG00000027649,Ctnnbl1,"catenin, beta like 1 [Source:MGI Symbol;Acc:MGI:1913892]",-0.140090018,5.450343487,0.996449632,0.332928904,0.58629854,0.231881187,,,,
ENSMUSG00000079334,Naa80,"N(alpha)-acetyltransferase 80, NatH catalytic subunit [Source:MGI Symbol;Acc:MGI:1888902]",-0.139953678,3.848789175,1.946723526,0.181877503,0.432751772,0.363761145,,,,
ENSMUSG00000036327,Qsox2,quiescin Q6 sulfhydryl oxidase 2 [Source:MGI Symbol;Acc:MGI:2387194],-0.139930726,3.779982263,1.727997688,0.207074138,0.463682991,0.333778834,,,,
ENSMUSG00000079419,Ms4a6c,"membrane-spanning 4-domains, subfamily A, member 6C [Source:MGI Symbol;Acc:MGI:2385644]",-0.139911411,3.96030749,1.294487682,0.271860849,0.531874551,0.274190789,,,,
ENSMUSG00000027255,Arfgap2,ADP-ribosylation factor GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:1924288],-0.139886113,6.901727061,5.136715726,0.037541423,0.190289477,0.720585228,,,,
ENSMUSG00000021242,Npc2,NPC intracellular cholesterol transporter 2 [Source:MGI Symbol;Acc:MGI:1915213],-0.139866911,6.944302435,5.297887838,0.035026481,0.183438762,0.736508889,,,,
ENSMUSG00000041439,Mfsd6,major facilitator superfamily domain containing 6 [Source:MGI Symbol;Acc:MGI:1922925],-0.139807058,3.658142875,1.37581207,0.257867136,0.517480464,0.286106041,,,,
ENSMUSG00000045176,Borcs6,BLOC-1 related complex subunit 6 [Source:MGI Symbol;Acc:MGI:1919173],-0.13961517,2.769345988,1.028842418,0.325422586,0.580495028,0.236201496,,,,
ENSMUSG00000046949,Nqo2,N-ribosyldihydronicotinamide quinone reductase 2 [Source:MGI Symbol;Acc:MGI:104513],-0.139609876,4.85777458,2.606350038,0.125848871,0.358515961,0.445491504,,,,
ENSMUSG00000046330,Rpl37a,ribosomal protein L37a [Source:MGI Symbol;Acc:MGI:98068],-0.139512603,7.377883131,3.604493838,0.075685376,0.273682272,0.562753333,,,,
ENSMUSG00000058979,Hdhd5,haloacid dehalogenase like hydrolase domain containing 5 [Source:MGI Symbol;Acc:MGI:2136976],-0.139512353,3.77386141,1.712087166,0.209074864,0.465450931,0.332126097,,,,
ENSMUSG00000024413,Npc1,NPC intracellular cholesterol transporter 1 [Source:MGI Symbol;Acc:MGI:1097712],-0.13945051,5.652885126,3.823446889,0.068114076,0.2586532,0.587282145,,,,
ENSMUSG00000037949,Ano10,anoctamin 10 [Source:MGI Symbol;Acc:MGI:2143103],-0.139407028,4.719436162,2.389522241,0.141566724,0.381386231,0.41863499,,,,
ENSMUSG00000003721,Insig2,insulin induced gene 2 [Source:MGI Symbol;Acc:MGI:1920249],-0.139372868,4.1673222,0.940648711,0.346447458,0.598964695,0.222598776,,,,
ENSMUSG00000030793,Pycard,PYD and CARD domain containing [Source:MGI Symbol;Acc:MGI:1931465],-0.139344324,3.048896111,1.552601657,0.230567471,0.488941035,0.310743513,,,,
ENSMUSG00000093565,Rab26os,"RAB26, member RAS oncogene family, opposite strand [Source:MGI Symbol;Acc:MGI:1922864]",-0.139294532,1.772849276,0.802863583,0.383431771,0.630795179,0.200111634,,,,
ENSMUSG00000097572,Gm26797,"predicted gene, 26797 [Source:MGI Symbol;Acc:MGI:5477291]",-0.13922994,1.633526506,0.407653405,0.532135067,0.746309564,0.127080993,,,,
ENSMUSG00000025357,Dgka,"diacylglycerol kinase, alpha [Source:MGI Symbol;Acc:MGI:102952]",-0.139224066,3.415456197,1.334216752,0.264901542,0.52495662,0.279876583,,,,
ENSMUSG00000003206,Ebi3,Epstein-Barr virus induced gene 3 [Source:MGI Symbol;Acc:MGI:1354171],-0.139148215,3.081613936,1.165935873,0.296138425,0.554949503,0.255746533,,,,
ENSMUSG00000001143,Lman2l,"lectin, mannose-binding 2-like [Source:MGI Symbol;Acc:MGI:2443010]",-0.138959109,4.413484476,3.320112024,0.087053471,0.296258164,0.528329672,,,,
ENSMUSG00000038990,Cables2,CDK5 and Abl enzyme substrate 2 [Source:MGI Symbol;Acc:MGI:2182335],-0.138846837,3.976979005,2.080825773,0.168319104,0.415412459,0.381520482,,,,
ENSMUSG00000020142,Slc1a4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:2135601]",-0.138815351,6.197772526,3.987079779,0.063033053,0.249066332,0.603684975,,,,
ENSMUSG00000036555,Iqce,IQ motif containing E [Source:MGI Symbol;Acc:MGI:1921489],-0.138814613,3.973122411,2.277754829,0.150602979,0.393609944,0.404933938,,,,
ENSMUSG00000024968,Rcor2,REST corepressor 2 [Source:MGI Symbol;Acc:MGI:1859854],-0.138809796,1.430223355,0.446861292,0.513293906,0.734127539,0.134228484,,,,
ENSMUSG00000004187,Kifc2,kinesin family member C2 [Source:MGI Symbol;Acc:MGI:109187],-0.138806284,2.141866021,0.661942935,0.427736297,0.669163504,0.174467753,,,,
ENSMUSG00000009614,Sardh,sarcosine dehydrogenase [Source:MGI Symbol;Acc:MGI:2183102],-0.138783811,7.786973099,3.249779519,0.090169709,0.300374954,0.522336282,,,,
ENSMUSG00000003154,Foxj2,forkhead box J2 [Source:MGI Symbol;Acc:MGI:1926805],-0.138771142,3.650575959,1.995290649,0.176814997,0.425903827,0.370688457,,,,
ENSMUSG00000029345,Tfip11,tuftelin interacting protein 11 [Source:MGI Symbol;Acc:MGI:1930075],-0.138708678,4.951562584,2.949668375,0.105052925,0.326219735,0.48648977,,,,
ENSMUSG00000035890,Rnf126,ring finger protein 126 [Source:MGI Symbol;Acc:MGI:1917544],-0.138705981,4.539063009,1.915823992,0.18519304,0.436993833,0.359524692,,,,
ENSMUSG00000044199,S1pr4,sphingosine-1-phosphate receptor 4 [Source:MGI Symbol;Acc:MGI:1333809],-0.138697072,2.55793713,0.696519483,0.416159999,0.659227801,0.180964486,,,,
ENSMUSG00000006057,Atp5g1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) [Source:MGI Symbol;Acc:MGI:107653]",-0.138692882,6.362819104,3.02937108,0.100831542,0.318996032,0.49621472,,,,
ENSMUSG00000005566,Trim28,tripartite motif-containing 28 [Source:MGI Symbol;Acc:MGI:109274],-0.138653184,7.014267275,4.398392088,0.052100671,0.225971505,0.645946322,,,,
ENSMUSG00000027673,Ndufb5,NADH:ubiquinone oxidoreductase subunit B5 [Source:MGI Symbol;Acc:MGI:1913296],-0.138602182,5.705762434,3.30825513,0.087569754,0.296566123,0.52787846,,,,
ENSMUSG00000050244,Heatr1,HEAT repeat containing 1 [Source:MGI Symbol;Acc:MGI:2442524],-0.138557651,5.366315843,3.327250623,0.086744377,0.295539711,0.529384155,,,,
ENSMUSG00000019055,Plod1,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 [Source:MGI Symbol;Acc:MGI:99907]",-0.13849368,5.762459359,2.157785696,0.161104294,0.406649049,0.390780239,,,,
ENSMUSG00000048833,Slc39a9,"solute carrier family 39 (zinc transporter), member 9 [Source:MGI Symbol;Acc:MGI:1914820]",-0.1384419,5.918333153,3.682783292,0.072869629,0.26893583,0.570351333,,,,
ENSMUSG00000019929,Dcn,decorin [Source:MGI Symbol;Acc:MGI:94872],-0.138419776,6.797708738,1.671756263,0.214258147,0.472406331,0.325684291,,,,
ENSMUSG00000034889,Cactin,"cactin, spliceosome C complex subunit [Source:MGI Symbol;Acc:MGI:1917562]",-0.138352455,4.653164142,1.660504591,0.215733462,0.473605054,0.324583672,,,,
ENSMUSG00000003458,Ncstn,nicastrin [Source:MGI Symbol;Acc:MGI:1891700],-0.138283615,6.287100121,5.072287766,0.038604708,0.193136752,0.714135076,,,,
ENSMUSG00000097316,Gm10516,predicted gene 10516 [Source:MGI Symbol;Acc:MGI:3641979],-0.138200493,0.730533971,0.365313277,0.553987392,0.760562632,0.118865016,,,,
ENSMUSG00000044770,Scml4,Scm polycomb group protein like 4 [Source:MGI Symbol;Acc:MGI:2446140],-0.138175341,2.382529844,0.691664098,0.417755762,0.660587491,0.180069654,,,,
ENSMUSG00000021493,Pdlim7,PDZ and LIM domain 7 [Source:MGI Symbol;Acc:MGI:1914649],-0.138173237,4.17150742,2.274630359,0.150865595,0.393918815,0.404593275,,,,
ENSMUSG00000036622,Atp13a2,ATPase type 13A2 [Source:MGI Symbol;Acc:MGI:1922022],-0.138141284,5.273158387,1.631666121,0.219574695,0.477255359,0.321249186,,,,
ENSMUSG00000031845,Bco1,beta-carotene oxygenase 1 [Source:MGI Symbol;Acc:MGI:1926923],-0.13804568,3.675965099,1.652591776,0.216778792,0.474742771,0.32354164,,,,
ENSMUSG00000024769,Cdc42bpg,CDC42 binding protein kinase gamma (DMPK-like) [Source:MGI Symbol;Acc:MGI:2652845],-0.137963913,5.113078256,1.819663107,0.196009344,0.450283712,0.346513763,,,,
ENSMUSG00000026458,Ppfia4,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 [Source:MGI Symbol;Acc:MGI:1915757]",-0.137907352,1.848355079,0.583311907,0.456057244,0.693589177,0.158897693,,,,
ENSMUSG00000063873,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:2137513]",-0.137895405,1.410429579,0.616069409,0.443901182,0.68247869,0.165910904,,,,
ENSMUSG00000057963,Itpk1,"inositol 1,3,4-triphosphate 5/6 kinase [Source:MGI Symbol;Acc:MGI:2446159]",-0.137876152,3.688272688,1.173188039,0.294692178,0.553226801,0.257096789,,,,
ENSMUSG00000070972,Dnajc25,DnaJ heat shock protein family (Hsp40) member C25 [Source:MGI Symbol;Acc:MGI:1919679],-0.137870293,3.683002629,2.018384335,0.174469547,0.423027949,0.373630938,,,,
ENSMUSG00000032306,Mpi,mannose phosphate isomerase [Source:MGI Symbol;Acc:MGI:97075],-0.13784996,3.451575174,1.898278887,0.187109422,0.440247838,0.356302768,,,,
ENSMUSG00000031378,Abcd1,"ATP-binding cassette, sub-family D (ALD), member 1 [Source:MGI Symbol;Acc:MGI:1349215]",-0.137729087,4.402596593,1.725056127,0.20744219,0.464050321,0.333434922,,,,
ENSMUSG00000102353,Gm38345,"predicted gene, 38345 [Source:MGI Symbol;Acc:MGI:5611573]",-0.137709055,2.384058124,0.64960796,0.431989361,0.672585655,0.172252399,,,,
ENSMUSG00000034738,Nostrin,nitric oxide synthase trafficker [Source:MGI Symbol;Acc:MGI:3606242],-0.137630806,3.994162325,2.166176217,0.160341047,0.405603976,0.391897797,,,,
ENSMUSG00000074782,4833422C13Rik,RIKEN cDNA 4833422C13 gene [Source:MGI Symbol;Acc:MGI:3603826],-0.137577201,0.576751169,0.13140534,0.721690906,0.865999286,0.062482466,,,,
ENSMUSG00000050705,2310061I04Rik,RIKEN cDNA 2310061I04 gene [Source:MGI Symbol;Acc:MGI:1916912],-0.137513922,3.485097354,1.996326081,0.176708997,0.425798798,0.370795569,,,,
ENSMUSG00000034066,Farp2,"FERM, RhoGEF and pleckstrin domain protein 2 [Source:MGI Symbol;Acc:MGI:2385126]",-0.13748796,3.719564353,2.048709315,0.171448248,0.419416686,0.377354296,,,,
ENSMUSG00000054452,Tle5,"TLE family member 5, transcriptional modulator [Source:MGI Symbol;Acc:MGI:95806]",-0.137463726,7.150586738,4.010897595,0.062331109,0.247679927,0.606109189,,,,
ENSMUSG00000063870,Chd4,chromodomain helicase DNA binding protein 4 [Source:MGI Symbol;Acc:MGI:1344380],-0.137448324,7.731172341,3.856200673,0.067059664,0.25672659,0.590529148,,,,
ENSMUSG00000107002,0610012G03Rik,RIKEN cDNA 0610012G03 gene [Source:MGI Symbol;Acc:MGI:1913301],-0.137443826,3.683160533,1.615909637,0.221710587,0.479581151,0.319137895,,,,
ENSMUSG00000021179,Nrde2,"nrde-2 necessary for RNA interference, domain containing [Source:MGI Symbol;Acc:MGI:2670969]",-0.137410476,3.572553983,1.619444483,0.221229098,0.478955383,0.319704942,,,,
ENSMUSG00000022538,Lsg1,large 60S subunit nuclear export GTPase 1 [Source:MGI Symbol;Acc:MGI:107236],-0.137386747,4.845367608,3.403444549,0.083524945,0.289360873,0.538560193,,,,
ENSMUSG00000021684,Pde8b,phosphodiesterase 8B [Source:MGI Symbol;Acc:MGI:2443999],-0.137310042,0.481705572,0.230845252,0.637356887,0.815610508,0.088517188,,,,
ENSMUSG00000008435,Rdh13,retinol dehydrogenase 13 (all-trans and 9-cis) [Source:MGI Symbol;Acc:MGI:1918732],-0.137282237,3.248432117,1.141029284,0.301180012,0.560256633,0.251612993,,,,
ENSMUSG00000022221,Ripk3,receptor-interacting serine-threonine kinase 3 [Source:MGI Symbol;Acc:MGI:2154952],-0.13726272,3.281415939,1.298694271,0.271112506,0.531199303,0.274742503,,,,
ENSMUSG00000112539,Gm40787,"predicted gene, 40787 [Source:MGI Symbol;Acc:MGI:5623672]",-0.137110199,0.224997453,0.15076514,0.702888109,0.855297514,0.06788279,,,,
ENSMUSG00000026202,Tuba4a,"tubulin, alpha 4A [Source:MGI Symbol;Acc:MGI:1095410]",-0.137036423,7.930831978,4.222990254,0.056467531,0.234751952,0.629390788,,,,
ENSMUSG00000042308,Setd1a,SET domain containing 1A [Source:MGI Symbol;Acc:MGI:2446244],-0.136887711,4.446719421,3.071305742,0.098691949,0.315380562,0.501165077,,,,
ENSMUSG00000076617,Ighm,immunoglobulin heavy constant mu [Source:MGI Symbol;Acc:MGI:96448],-0.136834161,6.233184671,1.389909653,0.255539247,0.514774855,0.288382675,,,,
ENSMUSG00000003382,Etv3,ets variant 3 [Source:MGI Symbol;Acc:MGI:1350926],-0.136832105,4.216082117,2.477160389,0.134941543,0.371232047,0.43035454,,,,
ENSMUSG00000021356,Irf4,interferon regulatory factor 4 [Source:MGI Symbol;Acc:MGI:1096873],-0.136808967,3.203023321,1.33554825,0.264672441,0.524654971,0.280126208,,,,
ENSMUSG00000031380,Vegfd,vascular endothelial growth factor D [Source:MGI Symbol;Acc:MGI:108037],-0.136793379,1.550862826,0.261675952,0.615910625,0.801372595,0.096165513,,,,
ENSMUSG00000000276,Dgke,"diacylglycerol kinase, epsilon [Source:MGI Symbol;Acc:MGI:1889276]",-0.136759978,2.218114222,0.763981268,0.394928292,0.640288745,0.193624132,,,,
ENSMUSG00000028700,Pomgnt1,"protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1915523]",-0.136709307,4.333179727,2.506924247,0.132777797,0.368694433,0.43333342,,,,
ENSMUSG00000042284,Itga1,integrin alpha 1 [Source:MGI Symbol;Acc:MGI:96599],-0.136675728,5.703357622,1.726080899,0.207313875,0.463915357,0.333561251,,,,
ENSMUSG00000035578,Iqcg,IQ motif containing G [Source:MGI Symbol;Acc:MGI:1916957],-0.13662636,1.493468979,0.553959377,0.467422464,0.702964662,0.153066506,,,,
ENSMUSG00000031824,6430548M08Rik,RIKEN cDNA 6430548M08 gene [Source:MGI Symbol;Acc:MGI:2443793],-0.136620557,4.58942747,2.761813441,0.115870084,0.341608879,0.46647085,,,,
ENSMUSG00000035107,Dcbld2,"discoidin, CUB and LCCL domain containing 2 [Source:MGI Symbol;Acc:MGI:1920629]",-0.136609235,3.149494832,1.492621708,0.239386267,0.498344078,0.302470698,,,,
ENSMUSG00000066363,Serpina3f,"serine (or cysteine) peptidase inhibitor, clade A, member 3F [Source:MGI Symbol;Acc:MGI:2182838]",-0.136590477,0.884029961,0.23200067,0.636521825,0.815091937,0.088793403,,,,
ENSMUSG00000021236,Entpd5,ectonucleoside triphosphate diphosphohydrolase 5 [Source:MGI Symbol;Acc:MGI:1321385],-0.136555237,5.574733112,2.832638569,0.111641511,0.336065875,0.473575585,,,,
ENSMUSG00000075592,Nynrin,NYN domain and retroviral integrase containing [Source:MGI Symbol;Acc:MGI:2652872],-0.136547904,4.411809244,1.89011083,0.188010086,0.441187229,0.355377067,,,,
ENSMUSG00000037503,Fam168b,"family with sequence similarity 168, member B [Source:MGI Symbol;Acc:MGI:2448487]",-0.136545083,6.637444915,5.005921174,0.039736581,0.195926612,0.707906571,,,,
ENSMUSG00000009654,Oit3,oncoprotein induced transcript 3 [Source:MGI Symbol;Acc:MGI:1201782],-0.136523546,5.621479664,2.512867475,0.132350808,0.367998903,0.434153475,,,,
ENSMUSG00000038880,Mrps34,mitochondrial ribosomal protein S34 [Source:MGI Symbol;Acc:MGI:1930188],-0.136504836,4.130978932,1.839815518,0.193677935,0.447817415,0.348899021,,,,
ENSMUSG00000020766,Galk1,galactokinase 1 [Source:MGI Symbol;Acc:MGI:95730],-0.136489268,6.397189028,1.603596971,0.223398294,0.480981214,0.317871886,,,,
ENSMUSG00000028713,Cyp4b1,"cytochrome P450, family 4, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:103225]",-0.136480275,2.065262231,0.62211303,0.441715969,0.681113948,0.166780226,,,,
ENSMUSG00000065952,Rps23rg1,"ribosomal protein S23, retrogene 1 [Source:MGI Symbol;Acc:MGI:3612471]",-0.136333033,1.725091413,0.626775704,0.440041904,0.679530652,0.167790949,,,,
ENSMUSG00000023118,Sympk,symplekin [Source:MGI Symbol;Acc:MGI:1915438],-0.13631551,6.884539435,3.619515749,0.0751353,0.272803199,0.564150541,,,,
ENSMUSG00000078348,Sf3b5,"splicing factor 3b, subunit 5 [Source:MGI Symbol;Acc:MGI:1913375]",-0.136290981,4.195623633,1.08863648,0.31217777,0.56904537,0.244853106,,,,
ENSMUSG00000033278,Ptprm,"protein tyrosine phosphatase, receptor type, M [Source:MGI Symbol;Acc:MGI:102694]",-0.136190229,3.37789539,1.30895402,0.269298839,0.52951888,0.27611855,,,,
ENSMUSG00000035505,Cox18,cytochrome c oxidase assembly protein 18 [Source:MGI Symbol;Acc:MGI:2448532],-0.136130154,2.078468829,0.594277374,0.451928111,0.689306533,0.161587605,,,,
ENSMUSG00000007603,Dus3l,dihydrouridine synthase 3-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2147092],-0.136090718,4.326492825,1.719576111,0.208130083,0.464912306,0.332628958,,,,
ENSMUSG00000030590,Fam98c,"family with sequence similarity 98, member C [Source:MGI Symbol;Acc:MGI:1921083]",-0.136073982,2.527550329,1.249783903,0.279987535,0.540222514,0.267427321,,,,
ENSMUSG00000001424,Snd1,staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266],-0.136049936,7.514142225,3.102859808,0.097117645,0.313069526,0.504359204,,,,
ENSMUSG00000040661,Rad54l2,RAD54 like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1933196],-0.136049647,5.727416546,3.934806384,0.064606339,0.252529969,0.597687075,,,,
ENSMUSG00000045983,Eif4g1,"eukaryotic translation initiation factor 4, gamma 1 [Source:MGI Symbol;Acc:MGI:2384784]",-0.135751758,8.881430404,3.553903141,0.077573156,0.277223993,0.557169186,,,,
ENSMUSG00000005320,Fgfr4,fibroblast growth factor receptor 4 [Source:MGI Symbol;Acc:MGI:95525],-0.13574142,4.062226211,1.276201909,0.275146212,0.534775776,0.271828274,,,,
ENSMUSG00000004270,Lpcat3,lysophosphatidylcholine acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1315211],-0.135726527,6.885235382,3.510197131,0.079248888,0.28093216,0.551398541,,,,
ENSMUSG00000001288,Rarg,"retinoic acid receptor, gamma [Source:MGI Symbol;Acc:MGI:97858]",-0.135717176,3.081691117,1.507816242,0.237111305,0.495953271,0.304559241,,,,
ENSMUSG00000026854,Usp20,ubiquitin specific peptidase 20 [Source:MGI Symbol;Acc:MGI:1921520],-0.135716477,3.724901411,1.726342885,0.207281087,0.463915357,0.333561251,,,,
ENSMUSG00000026857,Ntmt1,N-terminal Xaa-Pro-Lys N-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913867],-0.135688261,4.148435522,2.275966041,0.15075326,0.39385155,0.404667441,,,,
ENSMUSG00000009555,Cdk9,cyclin-dependent kinase 9 (CDC2-related kinase) [Source:MGI Symbol;Acc:MGI:1328368],-0.135634879,5.520064089,4.71000888,0.045274857,0.210051475,0.677674265,,,,
ENSMUSG00000028063,Lmna,lamin A [Source:MGI Symbol;Acc:MGI:96794],-0.13562284,6.081529882,1.629716093,0.219837595,0.477448738,0.32107325,,,,
ENSMUSG00000065979,Cpped1,calcineurin-like phosphoesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:2443300],-0.135568569,5.015455354,3.425755788,0.082609139,0.287896427,0.540763724,,,,
ENSMUSG00000047496,Rnf152,ring finger protein 152 [Source:MGI Symbol;Acc:MGI:2443787],-0.135527341,2.660701539,0.799382623,0.384440355,0.631540921,0.199598504,,,,
ENSMUSG00000040605,Bace2,beta-site APP-cleaving enzyme 2 [Source:MGI Symbol;Acc:MGI:1860440],-0.135474116,2.807220084,0.966041955,0.340200324,0.593223889,0.226781369,,,,
ENSMUSG00000005442,Cic,capicua transcriptional repressor [Source:MGI Symbol;Acc:MGI:1918972],-0.135461779,6.520138679,3.556877324,0.07746065,0.276966976,0.55757201,,,,
ENSMUSG00000031511,Arhgef7,Rho guanine nucleotide exchange factor (GEF7) [Source:MGI Symbol;Acc:MGI:1860493],-0.135434325,5.895559375,4.307685413,0.054307752,0.230613626,0.637115035,,,,
ENSMUSG00000040592,Cd79b,CD79B antigen [Source:MGI Symbol;Acc:MGI:96431],-0.135299938,3.913424854,0.948938882,0.344390013,0.596703682,0.224241282,,,,
ENSMUSG00000028688,Toe1,"target of EGR1, member 1 (nuclear) [Source:MGI Symbol;Acc:MGI:1915526]",-0.135288836,3.609237726,1.995765305,0.176766396,0.425861918,0.370731194,,,,
ENSMUSG00000037225,Fgf2,fibroblast growth factor 2 [Source:MGI Symbol;Acc:MGI:95516],-0.135255261,0.552997379,0.163597565,0.691184753,0.848241121,0.071480678,,,,
ENSMUSG00000044258,Ctla2a,cytotoxic T lymphocyte-associated protein 2 alpha [Source:MGI Symbol;Acc:MGI:88554],-0.135143911,2.389754226,0.619059208,0.442817973,0.681581109,0.166482455,,,,
ENSMUSG00000018661,Cog1,component of oligomeric golgi complex 1 [Source:MGI Symbol;Acc:MGI:1333873],-0.135128283,4.564871316,2.252248903,0.152763338,0.395770321,0.402556777,,,,
ENSMUSG00000084796,Mir142hg,Mir142 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1925841],-0.13506335,3.172730814,0.97723331,0.337498096,0.590989737,0.228420061,,,,
ENSMUSG00000030824,Nucb1,nucleobindin 1 [Source:MGI Symbol;Acc:MGI:97388],-0.135037353,7.30117689,2.804490555,0.113299479,0.337917675,0.471189091,,,,
ENSMUSG00000015501,Hivep2,human immunodeficiency virus type I enhancer binding protein 2 [Source:MGI Symbol;Acc:MGI:1338076],-0.134983668,3.071190885,1.212385991,0.28703955,0.547139075,0.261902268,,,,
ENSMUSG00000031024,Denn2b,DENN domain containing 2B [Source:MGI Symbol;Acc:MGI:108517],-0.134932181,5.938538122,3.533143456,0.078363834,0.279014325,0.554373499,,,,
