Ensembl ID,Gene.name,Gene.description,logFC,logCPM,F,PValue,FDR,-LOG10(FDR)
ENSMUSG00000031095,Cul4b,cullin 4B [Source:MGI Symbol;Acc:MGI:1919834],-0.322310234,4.375416726,4.96692506,0.04223815,0.133990324,0.872926564
ENSMUSG00000028187,Rpf1,ribosome production factor 1 homolog [Source:MGI Symbol;Acc:MGI:1917535],-0.322284465,4.019571045,9.807218611,0.007143987,0.041634273,1.380549018
ENSMUSG00000031256,Cstf2,"cleavage stimulation factor, 3' pre-RNA subunit 2 [Source:MGI Symbol;Acc:MGI:1343054]",-0.322243238,3.72922687,7.768287566,0.014233408,0.065707644,1.182384107
ENSMUSG00000021716,Srek1ip1,splicing regulatory glutamine/lysine-rich protein 1interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914538],-0.322009332,3.090112164,6.145374854,0.026107198,0.096646569,1.01481356
ENSMUSG00000040250,Ints13,integrator complex subunit 13 [Source:MGI Symbol;Acc:MGI:1918427],-0.32200582,4.078472766,7.899931121,0.013583094,0.063459074,1.197506269
ENSMUSG00000021646,Mccc2,methylcrotonoyl-Coenzyme A carboxylase 2 (beta) [Source:MGI Symbol;Acc:MGI:1925288],-0.321969917,6.233081109,13.69597452,0.002271471,0.01945252,1.71102413
ENSMUSG00000022403,St13,suppression of tumorigenicity 13 [Source:MGI Symbol;Acc:MGI:1917606],-0.321897553,6.927017176,11.65584819,0.004044974,0.028668871,1.542589408
ENSMUSG00000061904,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3 [Source:MGI Symbol;Acc:MGI:1353498]",-0.32174417,8.133549431,9.281049497,0.008477213,0.046571213,1.331882451
ENSMUSG00000037583,Nr0b2,"nuclear receptor subfamily 0, group B, member 2 [Source:MGI Symbol;Acc:MGI:1346344]",-0.321655658,4.511529357,2.206472014,0.158987148,0.318536183,0.496841229
ENSMUSG00000038215,Cep44,centrosomal protein 44 [Source:MGI Symbol;Acc:MGI:3525111],-0.321589135,3.166012765,6.069011978,0.026903435,0.098825706,1.005130072
ENSMUSG00000033554,Dph5,diphthamide biosynthesis 5 [Source:MGI Symbol;Acc:MGI:1916990],-0.321498204,2.900050667,4.754425505,0.04626558,0.141118514,0.850416006
ENSMUSG00000022052,Ppp2r2a,"protein phosphatase 2, regulatory subunit B, alpha [Source:MGI Symbol;Acc:MGI:1919228]",-0.321408874,4.125844219,13.0256337,0.002731183,0.021941032,1.658742953
ENSMUSG00000022142,Nup155,nucleoporin 155 [Source:MGI Symbol;Acc:MGI:2181182],-0.321349901,4.084548005,9.823197932,0.007107443,0.041518398,1.381759414
ENSMUSG00000027099,Mtx2,metaxin 2 [Source:MGI Symbol;Acc:MGI:1859652],-0.32131337,5.377605894,7.24622953,0.017192443,0.073741082,1.132290497
ENSMUSG00000000563,Atp5pb,ATP synthase peripheral stalk-membrane subunit b [Source:MGI Symbol;Acc:MGI:1100495],-0.32127833,7.939536017,7.432822421,0.016059831,0.07065872,1.150834235
ENSMUSG00000021178,Psmc1,"protease (prosome, macropain) 26S subunit, ATPase 1 [Source:MGI Symbol;Acc:MGI:106054]",-0.321217923,7.171474717,9.618847032,0.007591474,0.04320048,1.364511426
ENSMUSG00000108621,Gm37494,"predicted gene, 37494 [Source:MGI Symbol;Acc:MGI:5610722]",-0.321121936,5.305329521,6.247799697,0.025081822,0.094279584,1.025582342
ENSMUSG00000066839,Ecsit,ECSIT signalling integrator [Source:MGI Symbol;Acc:MGI:1349469],-0.321067733,5.344906016,12.63601177,0.003047048,0.023717404,1.624932857
ENSMUSG00000058192,Zfp846,zinc finger protein 846 [Source:MGI Symbol;Acc:MGI:1924012],-0.321021057,1.875139419,4.31830424,0.056035661,0.159729096,0.796615965
ENSMUSG00000039660,Spout1,SPOUT domain containing methyltransferase 1 [Source:MGI Symbol;Acc:MGI:106544],-0.320960352,3.753172647,7.926682772,0.013455173,0.063050567,1.200311
ENSMUSG00000022557,Bop1,block of proliferation 1 [Source:MGI Symbol;Acc:MGI:1334460],-0.320875726,4.765946463,10.4244974,0.005876492,0.036537468,1.437261548
ENSMUSG00000028224,Nbn,nibrin [Source:MGI Symbol;Acc:MGI:1351625],-0.320796163,4.136502848,7.569460354,0.015285019,0.068498548,1.164318634
ENSMUSG00000027959,Sass6,SAS-6 centriolar assembly protein [Source:MGI Symbol;Acc:MGI:1920026],-0.320633791,0.467058689,2.512019755,0.13468403,0.286620497,0.542692755
ENSMUSG00000034674,Tdg,thymine DNA glycosylase [Source:MGI Symbol;Acc:MGI:108247],-0.320461377,2.906803341,4.526964758,0.051086114,0.150872951,0.821388615
ENSMUSG00000032423,Syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]",-0.32006605,4.742457325,5.267735779,0.03721772,0.122778076,0.910879177
ENSMUSG00000027132,Katnbl1,katanin p80 subunit B like 1 [Source:MGI Symbol;Acc:MGI:1919675],-0.320027484,1.176221673,1.94247397,0.184530854,0.349708062,0.456294356
ENSMUSG00000018733,Pex12,peroxisomal biogenesis factor 12 [Source:MGI Symbol;Acc:MGI:2144177],-0.319944438,3.749482784,6.535058378,0.022446461,0.087581574,1.057587255
ENSMUSG00000025869,Nop16,NOP16 nucleolar protein [Source:MGI Symbol;Acc:MGI:107862],-0.319920115,4.367818942,9.764326161,0.007243152,0.042001037,1.376739982
ENSMUSG00000058761,Rnf169,ring finger protein 169 [Source:MGI Symbol;Acc:MGI:1920257],-0.319853675,6.079187303,6.316024065,0.024424775,0.092442309,1.034129213
ENSMUSG00000032612,Usp4,ubiquitin specific peptidase 4 (proto-oncogene) [Source:MGI Symbol;Acc:MGI:98905],-0.319587648,6.42326914,21.38307572,0.000366389,0.006330672,2.1985502
ENSMUSG00000019818,Cd164,CD164 antigen [Source:MGI Symbol;Acc:MGI:1859568],-0.319579018,7.429241468,7.746737877,0.014343253,0.066044691,1.180162084
ENSMUSG00000069135,Fgfr1op,Fgfr1 oncogene partner [Source:MGI Symbol;Acc:MGI:1922546],-0.319400446,3.652036487,6.454482104,0.023151789,0.089431899,1.04850755
ENSMUSG00000097616,1110019D14Rik,RIKEN cDNA 1110019D14 gene [Source:MGI Symbol;Acc:MGI:1923561],-0.319307387,0.925374211,1.596618571,0.226450744,0.399996635,0.397943662
ENSMUSG00000067942,Zfp160,zinc finger protein 160 [Source:MGI Symbol;Acc:MGI:108187],-0.319080756,2.907154904,4.284276008,0.056895446,0.161310397,0.792337641
ENSMUSG00000058297,Spock2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2 [Source:MGI Symbol;Acc:MGI:1891351]",-0.318981627,0.331243782,1.094986905,0.312611064,0.494557372,0.30578332
ENSMUSG00000018574,Acadvl,"acyl-Coenzyme A dehydrogenase, very long chain [Source:MGI Symbol;Acc:MGI:895149]",-0.318925269,9.482465529,5.657183622,0.0317176,0.110083927,0.958276087
ENSMUSG00000030965,Abraxas2,BRISC complex subunit [Source:MGI Symbol;Acc:MGI:1926116],-0.318839331,4.71717725,11.472004,0.004271427,0.029683199,1.527489299
ENSMUSG00000038683,Pak1ip1,PAK1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1915333],-0.318790168,5.015434293,13.13426958,0.002649919,0.021524112,1.667074751
ENSMUSG00000028743,Akr7a5,"aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase) [Source:MGI Symbol;Acc:MGI:107796]",-0.318772358,6.691855961,7.566671137,0.015300398,0.068502679,1.164292443
ENSMUSG00000025086,Trub1,TruB pseudouridine (psi) synthase family member 1 [Source:MGI Symbol;Acc:MGI:1919383],-0.318768414,3.969407417,9.526451307,0.007822697,0.043826803,1.358260213
ENSMUSG00000030611,Mrps11,mitochondrial ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1915244],-0.318622324,3.524496374,5.381847735,0.035498263,0.118870543,0.924925754
ENSMUSG00000025047,Pdcd11,programmed cell death 11 [Source:MGI Symbol;Acc:MGI:1341788],-0.318534119,5.245664302,5.714324941,0.030993045,0.108206134,0.965748119
ENSMUSG00000020659,Cbll1,Casitas B-lineage lymphoma-like 1 [Source:MGI Symbol;Acc:MGI:2144842],-0.318340332,2.832593432,4.519288696,0.051258827,0.151311298,0.820128643
ENSMUSG00000031960,Aars,alanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2384560],-0.318193597,7.636595093,7.826841371,0.013939814,0.06466496,1.189330987
ENSMUSG00000019864,Rtn4ip1,reticulon 4 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2178759],-0.318161938,4.571244219,6.342168551,0.024178299,0.091848051,1.036930056
ENSMUSG00000059060,Rad51b,RAD51 paralog B [Source:MGI Symbol;Acc:MGI:1099436],-0.318137617,4.056821761,0.601606636,0.450512786,0.626424429,0.203131314
ENSMUSG00000044813,Shb,src homology 2 domain-containing transforming protein B [Source:MGI Symbol;Acc:MGI:98294],-0.317958795,5.153177845,2.278921583,0.152763371,0.30985312,0.508844127
ENSMUSG00000012483,Rpa3,replication protein A3 [Source:MGI Symbol;Acc:MGI:1915490],-0.317794826,1.426680307,3.176111417,0.09580666,0.228469089,0.64117255
ENSMUSG00000028811,Yars,tyrosyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2147627],-0.317788043,4.763680076,9.601617904,0.007633988,0.04333462,1.363165007
ENSMUSG00000002475,Abhd3,abhydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:2147183],-0.317591797,5.810594867,6.462738297,0.023078348,0.089303171,1.049133121
ENSMUSG00000025745,Hadha,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:MGI Symbol;Acc:MGI:2135593],-0.317574319,9.270237652,3.248769555,0.092434873,0.223032245,0.651632344
ENSMUSG00000025279,Dnase1l3,deoxyribonuclease 1-like 3 [Source:MGI Symbol;Acc:MGI:1314633],-0.317540064,5.788462315,4.550512386,0.050560543,0.149924885,0.824126275
ENSMUSG00000026032,Ndufb3,NADH:ubiquinone oxidoreductase subunit B3 [Source:MGI Symbol;Acc:MGI:1913745],-0.317501409,5.392997457,11.97980721,0.003678606,0.026885397,1.570483545
ENSMUSG00000029759,Pon3,paraoxonase 3 [Source:MGI Symbol;Acc:MGI:106686],-0.316954842,6.164977387,8.619157485,0.010581396,0.053427139,1.272238078
ENSMUSG00000014769,Psmb1,"proteasome (prosome, macropain) subunit, beta type 1 [Source:MGI Symbol;Acc:MGI:104884]",-0.316940286,6.966144749,11.55652078,0.004165563,0.029126216,1.535715931
ENSMUSG00000031173,Otc,ornithine transcarbamylase [Source:MGI Symbol;Acc:MGI:97448],-0.316815161,8.378789507,5.662828327,0.031645153,0.109985663,0.958663923
ENSMUSG00000031168,Ebp,phenylalkylamine Ca2+ antagonist (emopamil) binding protein [Source:MGI Symbol;Acc:MGI:107822],-0.316762442,7.161781811,6.397593887,0.023665268,0.0903442,1.044099724
ENSMUSG00000023990,Tfeb,transcription factor EB [Source:MGI Symbol;Acc:MGI:103270],-0.316734718,3.193079595,5.490619908,0.033945048,0.115651308,0.93684945
ENSMUSG00000031545,Gpat4,glycerol-3-phosphate acyltransferase 4 [Source:MGI Symbol;Acc:MGI:2142716],-0.31653814,8.030887897,2.478892647,0.137085951,0.289823634,0.537866203
ENSMUSG00000030670,Cyp2r1,"cytochrome P450, family 2, subfamily r, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2449771]",-0.316525118,2.192679206,1.04687387,0.323104955,0.504758258,0.296916567
ENSMUSG00000114003,Gm9616,predicted gene 9616 [Source:MGI Symbol;Acc:MGI:3780024],-0.316365282,0.556008634,1.636753585,0.220995712,0.393091588,0.40550625
ENSMUSG00000075517,Cyp2d37-ps,"cytochrome P450, family 2, subfamily d, polypeptide 37, pseudogene [Source:MGI Symbol;Acc:MGI:3721937]",-0.316319832,7.171334995,3.339384934,0.088427271,0.216379379,0.664784129
ENSMUSG00000002221,Paxip1,PAX interacting (with transcription-activation domain) protein 1 [Source:MGI Symbol;Acc:MGI:1890430],-0.316233097,4.594048232,10.78771859,0.005252114,0.034016135,1.468315036
ENSMUSG00000047044,D030056L22Rik,RIKEN cDNA D030056L22 gene [Source:MGI Symbol;Acc:MGI:3583960],-0.31619518,1.883103173,3.988791571,0.06505541,0.176483869,0.753294985
ENSMUSG00000048109,Rbm15,RNA binding motif protein 15 [Source:MGI Symbol;Acc:MGI:2443205],-0.316175585,3.680681226,3.768109923,0.072063153,0.18899324,0.723553729
ENSMUSG00000086370,Ftx,"Ftx transcript, Xist regulator (non-protein coding) [Source:MGI Symbol;Acc:MGI:1926128]",-0.315850337,2.33515149,3.535213186,0.080455191,0.203254438,0.691959963
ENSMUSG00000074030,Exoc8,exocyst complex component 8 [Source:MGI Symbol;Acc:MGI:2142527],-0.315797266,3.328658741,8.535705768,0.01088721,0.054392394,1.264461826
ENSMUSG00000017376,Nlk,nemo like kinase [Source:MGI Symbol;Acc:MGI:1201387],-0.315727882,3.321580412,9.236963884,0.00860136,0.046985071,1.328040112
ENSMUSG00000051396,Gm45902,predicted gene 45902 [Source:MGI Symbol;Acc:MGI:5805017],-0.315689655,0.631206455,1.822951347,0.197796175,0.366528903,0.435891773
ENSMUSG00000063334,Krr1,"KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1289274]",-0.315674901,4.186710827,12.22750791,0.003424042,0.025670016,1.590573855
ENSMUSG00000039756,Dnttip2,"deoxynucleotidyltransferase, terminal, interacting protein 2 [Source:MGI Symbol;Acc:MGI:1923173]",-0.315669226,4.625938241,11.99555343,0.003661792,0.026813488,1.571646688
ENSMUSG00000045996,Polr2k,polymerase (RNA) II (DNA directed) polypeptide K [Source:MGI Symbol;Acc:MGI:102725],-0.315658335,2.000998152,3.519296052,0.081070159,0.204255332,0.689826598
ENSMUSG00000041278,Ttc1,tetratricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1914077],-0.315497852,4.108041002,11.91491502,0.003748838,0.027125738,1.566618432
ENSMUSG00000034723,Tmx4,thioredoxin-related transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:106558],-0.315386034,3.917231549,6.767067642,0.020550656,0.082573743,1.083158029
ENSMUSG00000023018,Smarcd1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:MGI Symbol;Acc:MGI:1933623]",-0.315241637,3.215115314,2.029668837,0.175558619,0.339984518,0.468540859
ENSMUSG00000061286,Exosc5,exosome component 5 [Source:MGI Symbol;Acc:MGI:107889],-0.315138384,4.594206971,7.129559083,0.017947555,0.07569888,1.120910547
ENSMUSG00000033022,Cdo1,"cysteine dioxygenase 1, cytosolic [Source:MGI Symbol;Acc:MGI:105925]",-0.315019285,10.91583544,5.804223549,0.029891791,0.1055403,0.976581675
ENSMUSG00000057037,Cfhr1,complement factor H-related 1 [Source:MGI Symbol;Acc:MGI:2138169],-0.314894298,6.529813303,10.7288509,0.00534793,0.034419011,1.463201607
ENSMUSG00000025395,Prim1,"DNA primase, p49 subunit [Source:MGI Symbol;Acc:MGI:97757]",-0.31470195,0.952575193,2.068666553,0.171723928,0.335005503,0.474948059
ENSMUSG00000020656,Grhl1,grainyhead like transcription factor 1 [Source:MGI Symbol;Acc:MGI:2182540],-0.314679812,1.520181002,0.565331192,0.464229217,0.637950374,0.195213104
ENSMUSG00000021890,Eaf1,ELL associated factor 1 [Source:MGI Symbol;Acc:MGI:1921677],-0.314576754,5.614484369,12.67345785,0.003014938,0.02353767,1.628236529
ENSMUSG00000062797,Hikeshi,heat shock protein nuclear import factor [Source:MGI Symbol;Acc:MGI:96738],-0.31449536,3.269379486,6.027342656,0.027349816,0.099869531,1.000566989
ENSMUSG00000039701,Usp53,ubiquitin specific peptidase 53 [Source:MGI Symbol;Acc:MGI:2139607],-0.314419151,2.877772087,4.42949249,0.0533312,0.1548245,0.810160315
ENSMUSG00000092558,Med20,mediator complex subunit 20 [Source:MGI Symbol;Acc:MGI:1929648],-0.314362264,4.291513769,8.679769281,0.01036548,0.052544298,1.279474405
ENSMUSG00000026455,Klhl12,kelch-like 12 [Source:MGI Symbol;Acc:MGI:2385619],-0.314351461,4.023227105,9.104988834,0.008985703,0.048321909,1.315855919
ENSMUSG00000040102,Klhl42,kelch-like 42 [Source:MGI Symbol;Acc:MGI:2444786],-0.314204662,3.703749473,6.862734411,0.019823453,0.080456098,1.094441036
ENSMUSG00000054766,Set,SET nuclear oncogene [Source:MGI Symbol;Acc:MGI:1860267],-0.314094101,5.247002844,12.47541514,0.00318928,0.024462501,1.61149914
ENSMUSG00000024099,Ndufv2,NADH:ubiquinone oxidoreductase core subunit V2 [Source:MGI Symbol;Acc:MGI:1920150],-0.313954561,6.642636584,6.505454863,0.02270266,0.088321098,1.053935538
ENSMUSG00000026469,Xpr1,xenotropic and polytropic retrovirus receptor 1 [Source:MGI Symbol;Acc:MGI:97932],-0.313784883,4.990439968,5.950067872,0.028200626,0.101849216,0.992042309
ENSMUSG00000057421,Las1l,LAS1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923380],-0.313767923,5.50309439,18.21142405,0.000735027,0.009587119,2.018311893
ENSMUSG00000095362,Gm14325,predicted gene 14325 [Source:MGI Symbol;Acc:MGI:3702875],-0.313707357,1.719750514,2.669626756,0.123939034,0.272119889,0.565239715
ENSMUSG00000017801,Mlx,MAX-like protein X [Source:MGI Symbol;Acc:MGI:108398],-0.313647769,5.026221925,6.077403707,0.026814567,0.098702955,1.005669847
ENSMUSG00000032002,Dcun1d5,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1924113]",-0.313611053,4.029072354,7.142169452,0.017864115,0.075529987,1.121880591
ENSMUSG00000041075,Fzd7,frizzled class receptor 7 [Source:MGI Symbol;Acc:MGI:108570],-0.313480277,3.987731487,3.846433008,0.069477939,0.18459105,0.73378936
ENSMUSG00000027312,Atrn,attractin [Source:MGI Symbol;Acc:MGI:1341628],-0.313163668,6.62185988,8.421027098,0.011324225,0.055903268,1.252562807
ENSMUSG00000030161,Gabarapl1,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1914980],-0.313096122,8.265632682,3.107440831,0.099130328,0.234256785,0.630307821
ENSMUSG00000025195,Dnmbp,dynamin binding protein [Source:MGI Symbol;Acc:MGI:1917352],-0.312919735,6.246843086,2.871621453,0.111655475,0.254059025,0.595065373
ENSMUSG00000025340,Rabgef1,RAB guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:1929459],-0.312863321,4.711953171,4.944368984,0.042645571,0.134636762,0.870836342
ENSMUSG00000037400,Atp11b,"ATPase, class VI, type 11B [Source:MGI Symbol;Acc:MGI:1923545]",-0.312758713,5.084589682,7.854006324,0.013805985,0.064259459,1.192062932
ENSMUSG00000069520,Tmem19,transmembrane protein 19 [Source:MGI Symbol;Acc:MGI:1914476],-0.312297112,5.854469957,6.515874368,0.022612101,0.088073391,1.055155283
ENSMUSG00000037243,Zfp692,zinc finger protein 692 [Source:MGI Symbol;Acc:MGI:2144276],-0.312203943,2.632001595,2.648329283,0.125328039,0.274010623,0.562232599
ENSMUSG00000044005,Gls2,"glutaminase 2 (liver, mitochondrial) [Source:MGI Symbol;Acc:MGI:2143539]",-0.311754493,8.558055093,5.320631144,0.036408861,0.121006777,0.917190306
ENSMUSG00000021243,Fcf1,FCF1 rRNA processing protein [Source:MGI Symbol;Acc:MGI:1920986],-0.311686516,4.127965842,4.92676464,0.042966754,0.13529587,0.868715461
ENSMUSG00000004568,Arhgef18,rho/rac guanine nucleotide exchange factor (GEF) 18 [Source:MGI Symbol;Acc:MGI:2142567],-0.31143439,4.996177472,13.08718339,0.002684796,0.021666167,1.664217906
ENSMUSG00000029571,Tmem106b,transmembrane protein 106B [Source:MGI Symbol;Acc:MGI:1919150],-0.311238922,7.708379434,6.999173538,0.018837267,0.077967761,1.108084937
ENSMUSG00000044068,Zrsr1,"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1 [Source:MGI Symbol;Acc:MGI:98885]",-0.311130493,4.736440421,6.968365383,0.019054887,0.078461299,1.105344506
ENSMUSG00000041949,Tango6,transport and golgi organization 6 [Source:MGI Symbol;Acc:MGI:2142786],-0.311037126,3.02693925,7.723441335,0.014463106,0.066375799,1.177990237
ENSMUSG00000034659,Tmem109,transmembrane protein 109 [Source:MGI Symbol;Acc:MGI:1915789],-0.31103599,4.281702263,11.95247352,0.003708003,0.027007374,1.568517634
ENSMUSG00000046679,C87436,expressed sequence C87436 [Source:MGI Symbol;Acc:MGI:2141787],-0.310972521,3.462369201,5.961469336,0.028073177,0.101506613,0.993505661
ENSMUSG00000022710,Usp7,ubiquitin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:2182061],-0.310817399,6.308150376,13.69679203,0.002270968,0.01945252,1.71102413
ENSMUSG00000000876,Pxmp4,peroxisomal membrane protein 4 [Source:MGI Symbol;Acc:MGI:1891701],-0.310425613,7.176498651,4.311005134,0.056218787,0.160034336,0.795786827
ENSMUSG00000023110,Prmt5,protein arginine N-methyltransferase 5 [Source:MGI Symbol;Acc:MGI:1351645],-0.31041024,4.064203975,6.948795195,0.019194637,0.078880334,1.103031258
ENSMUSG00000024767,Otub1,"OTU domain, ubiquitin aldehyde binding 1 [Source:MGI Symbol;Acc:MGI:2147616]",-0.309947396,4.991270684,16.84362995,0.001015192,0.011669092,1.932962944
ENSMUSG00000025059,Gk,glycerol kinase [Source:MGI Symbol;Acc:MGI:106594],-0.309847641,7.450893242,1.639712935,0.220600278,0.39250028,0.406160029
ENSMUSG00000017999,Ddx27,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 [Source:MGI Symbol;Acc:MGI:2385884],-0.309667781,4.787004644,10.16053143,0.006383941,0.038513838,1.414383204
ENSMUSG00000001056,Nhp2,NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547],-0.309592341,4.145231397,5.562963841,0.032955896,0.113090184,0.946575089
ENSMUSG00000053286,Trmt1l,tRNA methyltransferase 1 like [Source:MGI Symbol;Acc:MGI:1916185],-0.309576677,4.409238426,7.637853589,0.014913466,0.067784987,1.168866483
ENSMUSG00000021911,Parg,poly (ADP-ribose) glycohydrolase [Source:MGI Symbol;Acc:MGI:1347094],-0.309350993,3.98673557,8.692133353,0.010322062,0.052430857,1.280413043
ENSMUSG00000042699,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9 [Source:MGI Symbol;Acc:MGI:108177],-0.309014254,6.199693809,6.684668982,0.021201874,0.084455037,1.073374445
ENSMUSG00000109783,Gm45338,predicted gene 45338 [Source:MGI Symbol;Acc:MGI:5791174],-0.308914769,1.896191691,2.204398909,0.159169839,0.318800224,0.496481382
ENSMUSG00000047454,Gphn,gephyrin [Source:MGI Symbol;Acc:MGI:109602],-0.308767872,5.971822274,3.908976042,0.067492401,0.180656352,0.743146764
ENSMUSG00000038250,Usp38,ubiquitin specific peptidase 38 [Source:MGI Symbol;Acc:MGI:1922091],-0.308661836,4.62231114,8.514893627,0.010965056,0.054693593,1.262063547
ENSMUSG00000085334,Gm12940,predicted gene 12940 [Source:MGI Symbol;Acc:MGI:3702626],-0.308552709,2.36348519,2.716124638,0.120971232,0.267964721,0.571922379
ENSMUSG00000004931,Apba3,"amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:MGI Symbol;Acc:MGI:1888527]",-0.308472977,5.108859235,7.401822492,0.016241879,0.071234369,1.147310417
ENSMUSG00000000346,Dazap2,DAZ associated protein 2 [Source:MGI Symbol;Acc:MGI:1344344],-0.308411645,6.769824804,10.36710235,0.005982762,0.037014471,1.431628458
ENSMUSG00000085795,Zfp703,zinc finger protein 703 [Source:MGI Symbol;Acc:MGI:2662729],-0.308207968,2.783819231,2.572364426,0.130440069,0.280802222,0.551599461
ENSMUSG00000028452,Vcp,valosin containing protein [Source:MGI Symbol;Acc:MGI:99919],-0.308187232,7.7666249,6.976690487,0.018995795,0.078287864,1.106305556
ENSMUSG00000020358,Hnrnpab,heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294],-0.308136938,6.769304343,10.68953728,0.005413036,0.034605659,1.460852873
ENSMUSG00000002083,Bbc3,BCL2 binding component 3 [Source:MGI Symbol;Acc:MGI:2181667],-0.308075473,2.253246202,3.214717235,0.093997038,0.225621863,0.64661882
ENSMUSG00000013539,Tango2,transport and golgi organization 2 [Source:MGI Symbol;Acc:MGI:101825],-0.307981428,5.779427763,4.361886171,0.054956767,0.157670117,0.802250611
ENSMUSG00000110185,Igip,IgA inducing protein [Source:MGI Symbol;Acc:MGI:1924271],-0.307931238,3.217529497,6.277350535,0.024794738,0.093562216,1.0288995
ENSMUSG00000018848,Rars,arginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1914297],-0.307912931,5.105870024,10.64010435,0.005496196,0.034866564,1.457590855
ENSMUSG00000020513,Tubd1,"tubulin, delta 1 [Source:MGI Symbol;Acc:MGI:1891826]",-0.307599848,1.512351948,2.048016078,0.173741244,0.337724789,0.471437061
ENSMUSG00000033703,Fcsk,fucose kinase [Source:MGI Symbol;Acc:MGI:1916071],-0.307515725,3.47565801,4.189152441,0.059382805,0.165936254,0.780058719
ENSMUSG00000092118,Fancf,"Fanconi anemia, complementation group F [Source:MGI Symbol;Acc:MGI:3689889]",-0.307347944,0.874750283,1.394863474,0.256719013,0.436063114,0.360450648
ENSMUSG00000039680,Mrps6,mitochondrial ribosomal protein S6 [Source:MGI Symbol;Acc:MGI:2153111],-0.307237622,1.937739208,4.73349102,0.046686209,0.142061331,0.84752412
ENSMUSG00000056260,Lrif1,ligand dependent nuclear receptor interacting factor 1 [Source:MGI Symbol;Acc:MGI:2445214],-0.307164613,2.713300049,3.254664898,0.092167599,0.222602884,0.652469213
ENSMUSG00000050234,Gja4,"gap junction protein, alpha 4 [Source:MGI Symbol;Acc:MGI:95715]",-0.30707484,2.677133632,1.070765666,0.317833057,0.499772828,0.30122736
ENSMUSG00000034109,Golim4,golgi integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1920374],-0.307010218,6.254888253,10.95278513,0.004993783,0.032956849,1.482054322
ENSMUSG00000026775,Yme1l1,YME1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1351651],-0.306871684,6.058738361,8.745706781,0.010136335,0.051961732,1.284316384
ENSMUSG00000045538,Ddx28,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28 [Source:MGI Symbol;Acc:MGI:1919236],-0.306860393,3.873656501,6.668922883,0.021329026,0.084690777,1.07216388
ENSMUSG00000010608,Rbm25,RNA binding motif protein 25 [Source:MGI Symbol;Acc:MGI:1914289],-0.30677735,6.046323751,9.073109267,0.009081485,0.048543675,1.313867348
ENSMUSG00000070871,Ccnyl1,cyclin Y-like 1 [Source:MGI Symbol;Acc:MGI:2138614],-0.306619281,1.514541871,2.356749751,0.146410919,0.302184775,0.519727421
ENSMUSG00000032180,Tmed1,transmembrane p24 trafficking protein 1 [Source:MGI Symbol;Acc:MGI:106201],-0.306550987,3.73747835,5.490059259,0.033952848,0.115651308,0.93684945
ENSMUSG00000043923,Ccdc84,coiled-coil domain containing 84 [Source:MGI Symbol;Acc:MGI:2685960],-0.306494403,4.123148849,11.58868969,0.004126062,0.028933359,1.538601144
ENSMUSG00000030218,Mgp,matrix Gla protein [Source:MGI Symbol;Acc:MGI:96976],-0.306474576,1.202709356,0.565601948,0.464124274,0.637876512,0.195263389
ENSMUSG00000073478,D730003I15Rik,RIKEN cDNA D730003I15 gene [Source:MGI Symbol;Acc:MGI:1925971],-0.30645531,0.533596667,1.053510166,0.321628317,0.503579898,0.297931614
